,site_id,par,datetime,mean_altitude_m,full_name,unit,time_resolution,value_min,value_median,value_max,value_mean,value_std,value_count
0,Malselv,rr,1/1/15 6:00,688.8634723,Dognnedbor v2.0,mm,1440,2.1,9.1,15.1,8.98188382,2.657964159,3047
1,Malselv,rr,1/2/15 6:00,688.8634723,Dognnedbor v2.0,mm,1440,0.1,2.1,7.1,2.558352478,1.827595873,3047
2,Malselv,rr,1/3/15 6:00,688.8634723,Dognnedbor v2.0,mm,1440,0,0,1.3,0.110830325,0.223858159,3047
3,Malselv,rr,1/4/15 6:00,688.8634723,Dognnedbor v2.0,mm,1440,0,0,4.6,0.62599278,1.093684696,3047
4,Malselv,rr,1/5/15 6:00,688.8634723,Dognnedbor v2.0,mm,1440,0,0.1,9.6,1.088414834,1.646489036,3047
5,Malselv,rr,1/6/15 6:00,688.8634723,Dognnedbor v2.0,mm,1440,0,0,0,0,0,3047
6,Malselv,rr,1/7/15 6:00,688.8634723,Dognnedbor v2.0,mm,1440,0,0.6,2.7,0.717558254,0.701693532,3047
7,Malselv,rr,1/8/15 6:00,688.8634723,Dognnedbor v2.0,mm,1440,0,1,4.4,1.292878241,0.929295488,3047
8,Malselv,rr,1/9/15 6:00,688.8634723,Dognnedbor v2.0,mm,1440,2.3,4,6.4,4.128815228,0.739276594,3047
9,Malselv,rr,1/10/15 6:00,688.8634723,Dognnedbor v2.0,mm,1440,1.9,4.4,10.2,4.770364293,1.972891953,3047
10,Malselv,rr,1/11/15 6:00,688.8634723,Dognnedbor v2.0,mm,1440,0,0.3,0.9,0.304397768,0.219098815,3047
11,Malselv,rr,1/12/15 6:00,688.8634723,Dognnedbor v2.0,mm,1440,0,0,0.8,0.111585166,0.151877118,3047
12,Malselv,rr,1/13/15 6:00,688.8634723,Dognnedbor v2.0,mm,1440,0,1,3.8,0.9684936,0.828572051,3047
13,Malselv,rr,1/14/15 6:00,688.8634723,Dognnedbor v2.0,mm,1440,0,0.8,2.3,0.746209386,0.4363392,3047
14,Malselv,rr,1/15/15 6:00,688.8634723,Dognnedbor v2.0,mm,1440,0,0,2.7,0.334460125,0.488065609,3047
15,Malselv,rr,1/16/15 6:00,688.8634723,Dognnedbor v2.0,mm,1440,0,0.8,2.1,0.711519527,0.498851493,3047
16,Malselv,rr,1/17/15 6:00,688.8634723,Dognnedbor v2.0,mm,1440,0,0.6,1.6,0.621857565,0.416069328,3047
17,Malselv,rr,1/18/15 6:00,688.8634723,Dognnedbor v2.0,mm,1440,0,0,0,0,0,3047
