Date	WetSnow	DrySnow	BareGround
20140920	nan	nan	nan
20140921	nan	nan	nan
20140922	nan	nan	nan
20140923	nan	nan	nan
20140924	nan	nan	nan
20140925	nan	nan	nan
20140926	nan	nan	nan
20140927	nan	nan	nan
20140928	nan	nan	nan
20140929	nan	nan	nan
20140930	nan	nan	nan
20141001	nan	nan	nan
20141002	nan	nan	nan
20141003	nan	nan	nan
20141004	nan	nan	nan
20141005	19.76	0.05985	80.18
20141006	7.113	0.04434	92.84
20141007	6.486	0.04431	93.47
20141008	6.424	0.0443	93.53
20141009	6.399	0.0443	93.56
20141010	5.5	0.04336	94.46
20141011	5.18	0.04335	94.78
20141012	4.548	0.04332	95.41
20141013	4.527	0.04332	95.43
20141014	4.529	0.04335	95.43
20141015	4.419	0.04334	95.54
20141016	4.113	0.04348	95.84
20141017	11.75	14.2	74.05
20141018	11.67	14.16	74.17
20141019	11.55	13.78	74.67
20141020	11.48	13.74	74.78
20141021	nan	nan	nan
20141022	nan	nan	nan
20141023	nan	nan	nan
20141024	nan	nan	nan
20141025	nan	nan	nan
20141026	nan	nan	nan
20141027	nan	nan	nan
20141028	nan	nan	nan
20141029	nan	nan	nan
20141030	nan	nan	nan
20141031	nan	nan	nan
20141101	nan	nan	nan
20141102	nan	nan	nan
20141103	nan	nan	nan
20141104	nan	nan	nan
20141105	nan	nan	nan
20141106	nan	nan	nan
20141107	nan	nan	nan
20141108	nan	nan	nan
20141109	nan	nan	nan
20141110	nan	nan	nan
20141111	nan	nan	nan
20141112	nan	nan	nan
20141113	nan	nan	nan
20141114	nan	nan	nan
20141115	nan	nan	nan
20141116	nan	nan	nan
20141117	nan	nan	nan
20141118	nan	nan	nan
20141119	nan	nan	nan
20141120	nan	nan	nan
20141121	nan	nan	nan
20141122	nan	nan	nan
20141123	nan	nan	nan
20141124	nan	nan	nan
20141125	nan	nan	nan
20141126	nan	nan	nan
20141127	nan	nan	nan
20141128	nan	nan	nan
20141129	nan	nan	nan
20141130	nan	nan	nan
20141201	nan	nan	nan
20141202	nan	nan	nan
20141203	nan	nan	nan
20141204	nan	nan	nan
20141205	nan	nan	nan
20141206	nan	nan	nan
20141207	nan	nan	nan
20141208	nan	nan	nan
20141209	nan	nan	nan
20141210	nan	nan	nan
20141211	nan	nan	nan
20141212	nan	nan	nan
20141213	nan	nan	nan
20141214	nan	nan	nan
20141215	nan	nan	nan
20141216	nan	nan	nan
20141217	nan	nan	nan
20141218	nan	nan	nan
20141219	nan	nan	nan
20141220	nan	nan	nan
20141221	nan	nan	nan
20141222	nan	nan	nan
20141223	nan	nan	nan
